id|division|disease|name|composition|dose|indication
1455|小儿科|小儿腹泻|粟子粥|栗子10枚。|将栗子加清水煮成糊状，加白糖食之。|小儿消化不良性腹泻。
1456|小儿科|小儿腹泻|栗子柿饼糊|栗子肉15克、柿饼半个。|二味共研成糊状，煮熟食之。每日1剂，分2次服。|小儿腹泻。
1457|小儿科|积滞|胡萝卜粥|胡萝卜200克、粳米50克。|将胡萝卜切片，与粳米共煮为粥，空腹食用。每日1剂。|小儿消化不良、积滞。
1458|小儿科|积滞|甜萝卜玉米粥|玉米渣100克、胡萝卜5根。|先煮玉米渣1小时，再将切成片的胡萝卜再煮，胡萝卜熟后即可，空腹食用。每日1剂。|消化不化，食积。
1459|小儿科|积滞|酸甜大米粥|山楂30克、大米50克、砂糖10克。|先入山楂于砂锅中煮取浓汁，去渣，然后入大米、砂糖煮粥，可作上，下午点心食用，不宜空腹食。10天为1个疗程。|消化不良。
1460|小儿科|积滞|橘皮枣茶|大枣15枚、橘皮15克。|先将大枣放于砂锅内炒焦，然后与橘皮入保温杯内，以沸水冲泡10分钟，饭前代茶频饮。每日1剂。|食欲不振。
1461|小儿科|积滞|蜜调萝卜|鲜白萝卜500克、蜂蜜150克。|将萝卜洗净切成小块，放在沸水中煮沸即捞出，控干，晾晒半日，放入锅内加蜂蜜，以小火煮沸，调匀。每日饭前服数块。|小儿厌食。
1462|小儿科|积滞|山楂内金散|山楂120克、鸡内金30克、锅巴1500克、带芯莲子120克、陈皮30克、山药粉、白糖适量。|将上几味焙干研细末，入白糖和匀，每日3次，每次服10克。|厌食症。
1463|小儿科|积滞|西瓜蕃茄汁|西瓜、西红柿适量。|西瓜取瓤去籽绞汁，西红柿水烫去皮绞汁，二汁合并，代水饮。|食欲不振。
1464|小儿科|积滞|雪梨山楂粥|雪梨3个、生山楂10克、大米50克。|将梨用水煎半小时，去梨入大米、山楂煮粥，温服。每日1剂，1周为1个疗程。|消化不良、食欲不振。
1465|小儿科|积滞|血藤豆浆|黄豆500克、血藤5000克。|将血藤水煎取汁，黄豆磨成豆浆，二汁合并煮20分钟，过滤，再浓缩烘干，研成细粉。每日服4次，每次1克。|小儿消化不良。
1466|小儿科|积滞|蛋黄油|鸡蛋若干。|取鸡蛋黄的油，分次服。1岁以下每日服1只，1岁以上每日服2只，连用5天。|小儿消化不良。
1467|小儿科|积滞|栗子大枣糊|栗子7枚、大枣1枚、蜂蜜适量。|大枣烧焦去核、皮，与栗子煮成糊状，加蜂蜜服用。|各种消化不良。
1468|小儿科|积滞|高梁消食散|红高粱50克、大枣10枝。|大枣去核炒焦，高粱米炒黄，二味共研末，1岁以下服2克，依次加量，每日2次。|消化不良。
1469|小儿科|积滞|粱糠散|除掉粗壳的高粱米第二遍糠。|炒至褐色香味，每日3次，每次1克。|消化不良。
1470|小儿科|积滞|姜枣散|大枣肉250克、生姜60克、生鸡内金60克、白术120克、桂皮9克、白糖适量。|将各味培干研末，每日服2次，每次15克，白糖水送服。|食欲不振。
1471|小儿科|积滞|鱼羊鲜粥|鲫鱼100克、羊肉100克、薏米15克。|将鱼去内脏及鳞，羊肉切片，与薏米煮粥调味食服。每日1次。|食欲不振、发育不良。
1472|小儿科|积滞|猪肝药粥|牡丹叶、漏芦（去芦头）、决明子各10克、雄猪肝100克、粳米100克。|先煎前三味，去渣取汁，将猪肝切块，与米共煮作粥。|小儿积食。
1473|小儿科|积滞|糯米药饼|糯米粉、淮山药粉、白糖各250克、茯苓、芡实、莲子各100克。|将莲子、茯苓、芡实焙干后研末，和前几味共搅匀，做成重25克小饼，每天3次空腹食6张。连用10天。|厌食症。
1474|小儿科|小儿营养不良|党参甜粥|党参9〜15克、炒米30克、红糖适量。|将党参与炒米共放砂锅内，加水4碗煎至1碗半，红糖调味，隔日服，连用5剂。|营养不良、消瘦。
1475|小儿科|小儿营养不良|山楂白糖饮|山楂10克、山药15克、白糖15克。|上三味水煎扬，每日3次，连用1周。|消化不良、消瘦。
1476|小儿科|小儿营养不良|乳汁饮|人乳50毫升、白糖15克。|将白糖入人乳中煮熟，每日3次，连服7天。|营养不良。
1477|小儿科|小儿营养不良|麦芽苍术散|大麦芽、苍术等份、白糖适量。|将前二味研末备用。每日2次，每次3〜9克，白糖水送服，连服10天。|营养不良、脾虚气弱。
1478|小儿科|小儿营养不良|糖竭散|蝎尾1个、白糖适量。|将蝎尾焙干研细末，空腹以白糖水送服。每日1次，可连用3〜4天。|消化、吸收不良。
1479|小儿科|小儿营养不良|炙羊肝散|炙羊肝、生牡蛎、苍术各50克、枳实、槟榔、三棱、川芎、陈皮各25克、内金10克。|几味药共研细末拌匀。每日3次，3岁以下小儿每次0.5克，加葡萄糖1克，白开水送服。|消化不良、面黄肌瘦。
1480|小儿科|小儿营养不良|猪肝疳汤|疳积草100克、猪肝150克。|将疳积草切碎先煎，去渣后加猪肝再煎，熟后吃肝饮汤。连用6剂。|小儿疳积。
1481|小儿科|小儿营养不良|鸡肝羹|煅瓦愣子粉末6〜9克、鸡肝1〜2具。|将上二味共放于盘中，隔水蒸熟。|疳积。
1482|小儿科|小儿营养不良|荸荠海蛰汤(雪羹汤）|荸荠、海蜇各适量。|上二味共水煎，去蜇吃荠饮汤。|小儿疳积。
1483|小儿科|小儿营养不良|五香猪肉炖藕|糯米、瘦猪肉、五香粉、藕各适量。|将糯米泡好，瘦猪肉剁碎如五香粉搅匀，纳入藕孔中炖熟，空腹食用。|小儿疳积。
1484|小儿科|小儿口腔炎与鹅口疮|白糖板兰根煎液|白糖适量、板兰根10克。|上二味水煎服，每日1剂，连用5天。|口腔炎。
1485|小儿科|小儿口腔炎与鹅口疮|白糖大青叶煎|白糖适量、大青叶12克。|上二味水煎服，每日1剂，连用6天。|口腔炎。
1486|小儿科|小儿口腔炎与鹅口疮|六味粳米粥|生地6克、大青叶6克、生石膏9克、花粉9克、粳米30克、白糖适量。|将前四味药煎汤去渣，入粳米、白糖煮粥食。每日1剂，连服3天。|内热口疮。
1487|小儿科|小儿口腔炎与鹅口疮|羊乳饮|羊乳适量。|将羊乳细细沥口中，每日数次。|口腔溃疡。
1488|小儿科|小儿口腔炎与鹅口疮|糖腌西瓜|去籽西瓜瓤适量、白糖适量。|将瓜瓤切条，曝哂至半干，加白糖腌，再曝晒至干，加白糖少许食用，可常食。|小儿鹅口疮。
1489|小儿科|小儿口腔炎与鹅口疮|水煎瓜皮|西瓜皮100克。|将西瓜皮水煎服，每日2次，连服5天。|鹅口疮。
1490|小儿科|小儿口腔炎与鹅口疮|蜜调黄花菜|黄花菜50克、蜂蜜50克。|先用黄花菜煎汤半杯，加入蜂蜜调匀，缓缓服用。每日1剂分次服，连用4剂。|鹅口疮。
1491|小儿科|小儿口腔炎与鹅口疮|梅片公英油|蒲公英30克、冰片少许、香油30毫升。|用香油炸蒲公英，去渣入冰片，凉后备用。每日2次，每次服3〜5毫升。|鹅口疮。
1492|小儿科|小儿口腔炎与鹅口疮|党参莲子羹|党参3〜6克、去芯莲子10枚、冰糖30克。|将党参和莲子泡发，加冰糖，放锅内隔水蒸炖1小时，喝汤吃莲肉。余下党参次日加同量莲子同法蒸炖，共用3天。每日1剂，连用6天。|鹅口疮。
1493|小儿科|遗尿|黑豆狗肉汤|狗肉250克、黑豆20克。|将狗肉洗净切块，与黑豆共煮汤服。每日1剂，分2次服完，连用6剂。|小儿遗尿。
1494|小儿科|遗尿|四神骨脂汤|绪膀胱1具、补骨脂、熟肉蔻、吴茱萸、益智仁各5克、五味子4克。|将猪膀胱洗净去味，将几味药装入膀胱内，将其口扎紧，用粗针将猪膀胱刺数孔，加水煮沸1小时，去渣及汤。可分次服完，饮其汤亦可。|小儿及成人遗尿。
1495|小儿科|遗尿|鸡肠汤|新鲜鸡肠30克、菟丝子、鸡内金、牡蛎各6克、五味子、熟附片各3克、黄芪10克、党参9克。|将鸡肠洗净去味，几味药共装入肠内，水煎1小时，去药。每日1剂，分3次饭前服。|小儿遗尿。
1496|小儿科|遗尿|清蒸猪脬|鲜猪脬1个、茯苓、桂圆肉各15克。|将猪脬洗净，茯苓、桂圆肉研末分别装入猪脖内，放入瓷器中，上锅蒸3小时。晚睡前吃尽，次日晚再吃1次。|小儿遗尿。
1497|小儿科|遗尿|羊肚美味汤|羊肚1个|将羊肚洗净加水煎汤，调味后空腹食。每U1剂，连服8天。|小儿遗尿。
1498|小儿科|遗尿|韭菜面饼|韭菜子9克、面粉适量。|将韭菜子焙燥研细末，和面粉拌匀，做成小饼，1日内服完，连用1周。|小儿及成人遗尿。
1499|小儿科|遗尿|益仁鸡蛋汤|益智仁5〜9克、鸡蛋1只。|睡前用益智仁煎汤打入鸡蛋内服，连用数天。|小儿遗尿。
1500|小儿科|遗尿|二神丸|酒浸补骨脂60克、炒小茴香60克。|二味共研末，白酒为丸。每日2次，每次服1丸，淡盐水送服。药丸重1克。|遗尿。
1501|小儿科|遗尿|桑螵蛸散|桑螵蛸10个、红糖适量。|将桑螵蛸焙黄研细末，加等量红糖调服。每日1剂，每次6克，睡前服。|小儿遗尿。
1502|小儿科|遗尿|参槐益肾汤|猪膀胱1具、槐花15克、党参15克。|将猪膀胱洗净切块，槐花与党参共用布包好，共放于锅内加水煮烂，去药，调味食服。2日服1剂，连用8剂。|遗尿。
1503|小儿科|遗尿|鸡肠散|雄鸡肠1具。|将鸡肠烤黄研末，食前用米汤送服3克。|遗尿不尽。
1504|小儿科|遗尿|韭籽补肾散|韭菜子、红糖适量。|韭菜子炒熟，每日2次，每次3克，红糖水送服。|小儿遗尿。
1505|小儿科|遗尿|胡椒蒸鸡蛋|鸡蛋1只、白胡椒5粒。|将鸡蛋打一小孔，放入白胡椒后封口，上锅蒸熟。5岁以下每晚服1个。以上者服2个。连用1周。|小儿遗尿。
1506|小儿科|遗尿|龟犬益肾方|龟肉、狗肉各250克。|将二味共炖烂，食肉饮汤。每日1剂，分次服完。|遗尿不尽。
1507|小儿科|遗尿|巴戟鸡肠汤|巴戟15克、鸡肠2副。|将鸡肠剪开洗净，加清水同巴戟一同水煎，用食盐调味，饮汤食鸡肠，每日2次。|小儿遗尿。
1508|小儿科|遗尿|鸡肉粳米粥|黄母鸡1只、粳米100克、黄芪30克、熟地50克。|将鸡去毛及内脏，黄芪、熟地用布包好，同放于锅内煮烂，去药渣及鸡骨，入粳米煮粥，空腹食。|小儿遗尿。
1509|小儿科|遗尿|荔枝止溺方|荔枝干10个。|饭前食，每日1次连用10天。|小儿遗尿。
1510|小儿科|遗尿|补肾荔枝糯米方|荔枝肉50克、糯米50克、猪膀胱1具。|将猪膀胱洗净，前二味装入煮熟，每日1剂，分次服完，连用5天。|小儿遗尿。
1511|小儿科|遗尿|益肾莲子|猪膀胱1个、去芯莲子100克。|将猪膀胱洗净，装入莲子炖熟。每日1剂，分次服。|小儿遗尿。
1512|小儿科|遗尿|醋浸益智仁|益智仁9克、食醋适量。|将益智仁以食醋研末，每日1剂，分次服，连用1周。|小儿遗尿。
1513|小儿科|遗尿|乌梅枣汤|乌梅6克、蚕苗20克、大枣10枚、白糖40克。|上几味水煎服。下午4点前服完，连用10天。|小儿遗尿。
1514|小儿科|遗尿|固肾二米汤|核桃隔、芡实、薏米各15克。|水煎服，每日1剂。|遗尿。
1515|小儿科|遗尿|韭汁糖饮|韭菜根25克、红糖少许。|将韭菜根洗净、绞汁，煮开后加红糖服用。每日2次，连服10天。|小儿遗尿。
1516|小儿科|小儿夜啼。|桂心粳米粥|桂心末3克、粳米50克、红糖适量。|以粳米煮粥，待熟时加入桂心末，熟后入红糖食服。每日2次。|脾虚有寒，小儿夜啼。
1517|小儿科|小儿夜啼。|百舍莲子羹|百合、去芯莲子，白糖各适量。|前二味共炖成糊状，加入白糖即可。每日2次。|小儿夜啼。
1518|小儿科|小儿流涎|姜味神曲饮|生姜2片、神曲半块、食糖适量。|将三味共放于罐内稍煮即成。每日1剂，分3次服。|治小儿流涎。
1519|小儿科|小儿流涎|陈皮竹枣汤|大枣5枚、陈皮5克、竹叶7克。|上三味共水煎，每日1剂，分2次服，连用5剂。|小儿流涎。
1520|小儿科|小儿低热 盗汗|瓜叶散|鲜黄瓜叶1000克、白糖500克。|将黄瓜叶洗净，加水煎1小时，去渣后以文火浓缩，将要干时停火，放凉，加白糖将液吸干、晒干、压碎备用。每日3次，每次服10克，沸水冲服。1周为1个疗程。|小儿低热、盗汗。
1521|小儿科|小儿低热 盗汗|蜜百合饮|干百合100克、蜂蜜150克。|将上二味共上锅蒸1小时，趁热调匀，冷后备用。每日2次，每次服。克，水冲服。1周为1个疗程。|小儿低热、盗汗。
1522|小儿科|小儿低热|蜜卵冲剂|鸡蛋1只、蜂蜜25克。|将鸡蛋打入碗中，加蜂蜜搅匀，沸水冲服。每日1剂，分2次服。|小儿低热。
1523|小儿科|小儿低热 盗汗|柚子甜汁饮|冬瓜皮50克、柚子核15克、白糖适量。|将柚子核去壳与冬瓜皮水煎，放白糖少许饮服。每日1剂，分次服用。|小儿低热、盗汗。
1524|外科|跌打损伤。|桃仁芥子糊|山栀50克、桃仁30克、白芥子15克、面粉适量、鸡蛋清2个。|先将白芥子打碎，再加入山栀、桃仁研成粗末，加入面粉、蛋清调和，敷于患处。|急性软组织损伤。
1525|外科|跌打损伤。|石膏粉莱菔糊|新鲜白萝卜60克、生石膏粉150克。|两者共捣烂，调至糊状，敷于患处，用纱布包扎。12小时换药一次。|扭挫伤。
1526|外科|跌打损伤。|梅红糊|赤小豆100克、冰片粉1.5克。|将赤小豆磨成极细末，冰片研成末，调匀后密封。用水调成糊状，摊于纱布，固定在患处。12小时更换1次。|各类软组织损伤。
1527|外科|跌打损伤。|双仁栀子糊。|生桃仁、生杏仁、生栀子各等量。|将上药共捣成末，搅于面粉内，白酒调成稀糊状，贴于患处，用纱布包扎，每日更换2次。|跌打损伤。
1528|外科|跌打损伤。|甜桃仁冲剂|核桃7个、红糖30克。|将核桃烧后取核仁烧黑存性，捣碎，以红糖为引冲服。|腰扭伤。
1529|外科|跌打损伤。|红槐膏|干槐花、赤小豆各等量。|将二味共研成细末，醋调成膏，外敷于患处。|跌打损伤。
1530|外科|跌打损伤。|鸡血酒|公鸡1只、黄酒30克。|急取公鸡血1杯，加入黄酒引服。|跌打损伤。
1531|外科|跌打损伤。|葱白糊|葱白数茎。|将葱白打烂，焙热封裏于损伤处。|跌打损伤。
1532|外科|跌打损伤。|姜酒敷剂|姜汁、酒、面粉适量。|将姜汁和酒调生面粉，摊于布上贴于患处。|跌打损伤。
1533|外科|跌打损伤。|姜茄饮子|香茄、姜。|用香茄、姜榨汁，混和，煮沸饮用。|跌打损伤。
1534|外科|跌打损伤。|葱白红糖糊|葱白、红糖。|葱白，红糖捣烂外敷。|跌打损伤。
1535|外科|跌打损伤。|菠菜酒汁饮|菠菜、黄酒。|菠菜洗净挤汁。黄酒送服，每日2至3次，每日150毫升。|跌打损伤。
1536|外科|跌打损伤。|李核饮子|李子核仁10至15克。|李子核仁加水适量煎场服用。|跌打损伤。
1537|外科|跌打损伤。|韭菜敷剂|韭菜。|将新鲜韭菜捣烂，加入一些烧酒敷患处，1日换2至3次。如内脏受伤，兼用多量，取韭菜煮至烂熟，油盐调料作菜食用。|跌打损伤血肿。
1538|外科|跌打损伤。|藕酒饮子|鲜藕节、酒。|鲜藕节捣烂、绞汁、加酒。1次服半杯，1日2次。|跌打损伤血肿。
1539|外科|跌打损伤。|桃仁栀子糊|桃仁、生栀子、大枣、降南香、米酒。|上料适量共研细末。用米酒调药末敷患处。|跌打损伤血肿。
1540|外科|跌打损伤。|南瓜敷剂|南瓜。|生南瓜捣烂，敷于患处。|跌打损伤血肿。
1541|外科|跌打损伤。|生姜敷剂|生姜。|将生姜捣烂外敷。若擦破皮肤，用纱布或毛巾浸姜汁洗患处。|摔伤。预防感染，加速愈合。
1542|外科|跌打损伤。|麻防鱼汤|鱼、天麻、防风。|用大头鱼或鳊鱼5至6个，天麻3.4克以及防风7克煎水。频频灌给伤者。|受伤、发热、舌张不语，两眼上视，手脚抽搐。
1543|外科|跌打损伤。|麻杞猪脑|天麻9克、枸杞15克、猪脑1个。|天麻、枸杞加水煎3次。去渣留汁放入猪脑蒸熟食用。|
1544|外科|跌打损伤。|瓜皮散冲剂|西瓜皮。|西瓜皮阴干、研末。用水调服，每日2次。|腰肌劳损。
1545|外科|跌打损伤。|韮菜煎剂|韭菜60克、黄酒60毫升。|韭菜水煎后加入黄酒，内服。|腰扭伤。
1546|外科|跌打损伤。|韭菜盐糊|鲜韭菜。|适量鲜韭菜洗净切短，加少量食盐捣烂。敷患处。每日1次，轻者1次，重者数次。|足背扭伤。
1547|外科|跌打损伤。|山楂酒汁饮|干山楂片200克。|干山楂片洗净后去核放入容量为500毫升酒瓶中，加入60度白酒300毫升，密封瓶口，每日摇动1次，1周后可饮用。每次10至20毫升，每日2次，山楂渣可伴白糖食用。|劳损身痛。
1548|外科|跌打损伤。|二白糊|新鲜白萝卜60克、生石膏粉150克。|将二味共捣烂，调至糊状；外敷于患处，外用纱布固定，每12小时更换1次。|扭挫伤。
1549|外科|烧、烫伤|五油烫伤膏|生桐油1000克、麻油1000克、猪油1000克、羊油400克、五倍子400克、蜂蜡100克、米醋300克、红丹（不含汞）400克。|将桐油、麻油、羊油、猪油加五倍子，炸成焦枯色，然后加蜂蜡、米醋溶解，沸后撒下红丹和匀，制成品如油膏状。用时涂患处。|各种烧伤、烫伤。
1550|外科|烧、烫伤|玉簪花油|玉簪花50克、香油200克。|将花浸入香油内，60天后取其清油液。用时涂患处。|烧伤、烫伤。
1551|外科|烧、烫伤|杏米糊|小米300克、杏仁油（或香油）300克。|先将小米用纱布包成核桃大，用微火烧成团，里外变黑，烟尽为止，研成粉。用杏仁油调成糊状。用时敷患处。|一、二度烧伤，渗出物较少时。
1552|外科|烧、烫伤|山楂油糊|香油250克、山楂150克、熟铁锈粉15克。|用香油炸山楂，炸焦去渣，入铁锈粉成稀糊状，再煎2沸。冷后备用。|烧伤、烫伤之破溃者。
1553|外科|烧、烫伤|益水冲剂|盐、水。|在被滚水烫伤的皮肤上，擦点盐水，可减轻痛苦。|水烫伤。
1554|外科|烧、烫伤|柿树皮敷剂|柿子树皮。|柿子树皮烧灰、研面，用植物油调均匀。用时涂于患处。|水烫伤。
1555|外科|烧、烫伤|稆豆敷剂|黑豆250克。|黑豆加水煎煮成浓汁。食豆，汁涂于患处。|水烫伤。
1556|外科|烧、烫伤|香蕉糊|香蕉。|香蕉去皮、捣烂、挤汁、涂敷患处，每日2次。|水烫伤。
1557|外科|烧、烫伤|瓜茎涂剂|冬瓜茎。|先将冬瓜茎剪折，后将切口插入瓶中滴液，次晨用药棉蘸茎液涂患处。|二度烫伤。
1558|外科|烧、烫伤|姜汁敷剂|生姜。|用大量生姜磨汁。用姜渣姜汁擦或敷在烧伤处。〔作用〕消炎止痛。|火烧伤。
1559|外科|烧、烫伤|樱桃涂剂|樱桃。|樱桃挤汁，涂敷患处，每日多次。|火烧伤。止痛，防止起泡化脓。
1560|外科|烧、烫伤|瓜皮油糊|冬瓜皮。|适量冬瓜皮焙干研末。香油调匀，涂敷患处。|水烫伤、火烧伤。
1561|外科|烧、烫伤|南瓜汁涂剂|南瓜。|南瓜捣烂取汁，涂敷患处，或南瓜藤榨汁、涂患处。|水烫伤、火烧伤。
1562|外科|烧、烫伤|瓜皮香油糊|干西瓜皮30克。|干西瓜皮研细末，加适量香油调匀。涂患处。|水烫伤、火烧伤。
1563|外科|烧、烫伤|黄瓜汁涂剂|老黄瓜种1只。|老黄瓜种1只去瓤，捣烂取汁涂患处，每日数次，或老黄瓜1只切开取瓤装瓶中，埋入地下1米探处备用，用时取汁涂患处。|水烫伤，火烧伤。
1564|外科|烧、烫伤|杨梅油糊|杨梅。|杨梅果烧灰研末存性，调菜油涂敷患处；或杨梅树皮锻炭研末存性，调菜油涂敷；也可用杨梅树皮2份，锻炭研末存性，黄柏粉1份混匀，调麻油涂患处。|水烫伤，火烧伤。
1565|外科|烧、烫伤|芒果糊|芒果。|熟透的芒果捣烂外敷。|水烫伤，火烧伤。
1566|外科|烧、烫伤|荔枝油糊|荔枝核。|荔枝核烧灰存性，用菜油调匀外敷。|水烫伤，火烧伤。
1567|外科|烧、烫伤|龙眼核敷剂|龙眼核。|龙眼核捣破去外层表皮，焙干研极细末。用药粉调菜油和花生油敷创面。|水烫伤，火烧伤。
1568|外科|烧、烫伤|栀子蛋糊|栀子末、鸡蛋清。|栀子末调鸡蛋清涂患处。|水烫伤，火烧伤。
1569|外科|烧、烫伤|山竹果膏|鲜山竹子果、凡士林。|鲜果500克或干果250克捣烂，水煎1小时后滤汁液再熬成糖浆状，然后加等量凡士林调匀成为软脊即成。外敷患处。|水烫伤，火烧伤。
1570|外科|烧、烫伤|茶汁涂剂|茶叶。|将茶叶泡成浓汁。用茶叶浓汁涂抹伤处。|轻度烫烧伤。
1571|外科|烧、烫伤|猪胆黄柏糊|猪胆、黄柏。|猪胆1个，黄柏随量。黄柏研末，以猪胆液调成糊状。涂敷患处，每日1至3次。|水烫伤，火烧伤。
1572|外科|痔疮|猪胆荞麦粉|荞麦粉、猪胆汁各适量。|取猪胆汁加入适量荞麦粉，相混拌均。每日服3次，每次服45克，以蜂蜜水送服。隔1天服3次。|痔瘘、肛门与直肠感染。
1573|外科|痔疮|苍耳糯米粥|苍耳12克、粳米150克。|将苍耳以文火炒至黄后加水煎，去渣取汁；入米煮粥。每日服2次，温热服。|痔疮下血。
1574|外科|痔疮|无花果炖瘦肉|无花果（干品）100克、瘦猪肉200克、少许调味品。|将二味共放于瓦锅内，加水隔水炖熟，淡调味后食用。每日服1〜2次。|痔疮。
1575|外科|痔疮|丝瓜猪肉汤|丝瓜250克、瘦绪肉200克。|将丝瓜切块；绪肉切片，共加水适量煲汤，每日服2次。|初期内痔便血。
1576|外科|痔疮|糖鱼肚|鱼肚50克、白砂糖50克。|将二味加清水适量，置于瓦锅内隔水炖熟。每上1次，空腹食用。|痔疮。
1577|外科|痔疮|红黄汤|黄花菜100克、红糖适量。|将二味加水共煎，去渣取汁。每日晨空腹服用。连服数天。|痔疮疼痛，出血。
1578|外科|痔疮|柿饼木耳止血方|黑木耳5克、柿饼30克。|将二味共加水煎至熟烂。每日服2次，空腹食用。|痔疮出血。
1579|外科|痔疮|猪肠槐米方|猪大肠头2只、槐米200克。|先将猪大肠头洗净，用沸水烫两遍(去油），与槐米共入锅内煮，以大肠头熟为度，浸泡1夜次日晨空腹食大肠头。药汤加热后去渣服下。1个月后再服1次。|痔疮。注:服药期间忌食辛辣。回族患者可改用羊大肠。
1580|外科|痔疮|树芯大肠|猪大肠头250克、香蕉树芯适量。|将二味分别洗净、切碎，共放于锅内煮汤。每日1剂。|痔核初起。
1581|外科|痔疮|桑糯粥|桑椹30克(鲜品60克）、糯米100克、冰糖25克。|将桑椹洗净与米共放于砂锅内煮成粥；入冰糖后稍煮即可。每日服2次，服7天为1个疗程。|痔疮便血。
1582|外科|痔疮|首乌鸡补方|母鸡1只（约500克）、首乌30克。|将首乌用白纱皮包好，放于鸡净腹内；加水煲至鸡肉离骨，去首乌淡调味后即可食肉饮汤。每日1剂，分2次食。|痔疮、脱肛。
1583|外科|痔疮|葱洗剂|大葱数根(带须)|将大葱加水浓煎，置于盆中坐浸。|痔发疼痛。
1584|外科|痔疮|清白洗剂|冬瓜、芝麻各适量。|将二味共加水煎，清洗患处。|痔疮疼痛。
1585|外科|痔疮|三味清洗方|桃叶适量、茄子根l00克、苦参25克。|将三味共水煎，熏洗患处。|痔肿肛垂。
1586|外科|痔疮|香蕉仙人果煎|香蕉2枚、仙人果50克。|二味掉水煎，去渣取汁。每日温服2次。|痔疮出血。
1587|外科|痔疮|柿饼煎|柿饼适量。|加水煎服，每日服2次。|痔出血。
1588|外科|痔疮|参胶止血方|海参数枚、阿胶适量。|将海参烧存性，研成细粉。取海参灰粉3克，加阿胶10克和清水半杯，炖溶化后空腹以米汤汁送服。每日服2次。|痔出血。
1589|外科|痔疮|无花果煎|无花果2枚。|（一)水煎，食果饮汤。(二)水煎。食果后汤坐浴。每日2到3次。|痔疮肿痛、出血。
1590|外科|痔疮|僵藕止血方|藕500克、僵蚕7个、红糖120克。|将几味共加水煎。食藕饮汤。每日1次，服7天为1个疗程。|
1591|外科|痔疮|白乌大蒜汤|乌鲤鱼250克、大蒜3头、白芨15克。|将鲤鱼去鳞及内脏，与大蒜、白芨共煮汤食。每日1剂。|痔疮便血。
1592|外科|肛门直肠脱垂|绿白猪肠煎|绿豆50克、糯米30克、猪大肠250克。|先将猪大肠清洗干净备用。绿豆、糯米共于清水中浸泡40分钟；然后将绿豆、糯米放入猪大肠内并加水少许，肠两端将口扎紧，放砂锅内煎2小时。空腹食用，隔1天服1次，连服8天为1个疗程。|初期脱肛。
1593|外科|肛门直肠脱垂|鳖头固脱方|鳖头1个、黄酒、香油各适量。|将鳖头放于瓦上焙黄，碾末备用；取一半以黄酒送服。另一半以香油调成膏状，外涂于患处。|脱肛。
1594|外科|肛门直肠脱垂|泥鳅冰糖汁|泥鳅4条、冰糖30克。|将二味共置于瓶中半日许；泥鳅化为液体，外涂于肛门。日涂数次。|脱肛。
1595|外科|肛门直肠脱垂|蛋矾固脱方|白矾1.5克、鸡蛋1个、面粉适量。|将鸡蛋破1小口，填入白矾粉，以面粉裹烧熟食之。每日1剂，连服3日。|脱肛。
1596|外科|肛门直肠脱垂|大葱五倍固脱方|五倍子9克、大葱250克。|将五倍子烧焦存性研成细末后备用；大葱煎汤，葱汤熏洗患处，然后以五倍子粉撤于脱出肠上，纳入。|脱肛。
1597|外科|肛门直肠脱垂|黄鳝薏米汤|黄鳝1条、薏米60克。|将黄鳝洗治干净与薏米共煮汤，淡调味后食用。每日1次，服1周为1个疗程。|体虚脱肛。
1598|外科|肛门直肠脱垂|牛肉浓汁煎|黄牛肉250克。|以水煎浓汁；每日2次，食肉饮汤。|体虚脱肛。
1599|外科|肛门直肠脱垂|猪肠黑芝麻煎|猪大肠30公分、黑芝麻60克。|将黑芝麻装入猪大肠内，肠两头扎紧，加清水煮熟，去芝麻，淡调味后食肠饮汤。|脱肛。
1600|外科|肛门直肠脱垂|蜜白石榴花煎|白石榴花18克、蜂蜜15克。|共煎。每日1剂，分3次饭前服。|肛门久脱。
1601|外科|肛门直肠脱垂|齿苋猪肠煎|猪直肠一段马齿苋适量。|将猪肠洗净后装满马齿苋，扎紧两头，炖至烂熟；空腹1次服完。每日1次，服6剂为1个疗程。|脱肛。
1602|外科|肛门直肠脱垂|参肉煎|猪瘦肉250克、海参30克、调味品少许。|二味共煎，以肉熟参烂为度，淡调味后即可服食。每日1剂，服5天为1个疗程。可连服数个疗程。|各类脱肛。
1603|外科|肛门直肠脱垂|芫荽籽醋煎外洗方|香菜籽、食醋各适量。|共煎。熏洗患处。每日数次。|脱肛。
1604|外科|肛门直肠脱垂|青辣籽散|青椒籽适量。 |将青椒籽晒干研末。承认每日服3次，每次服9克。|久痢脱肛.
1605|外科|阑尾炎|七味消炎煎|薏米50克、麦芽20克、鸡内金15克、瓜蒌25克、蒲公英25克、元参25克、甘草15克。|共加水煎服。每日1剂。|慢性阑尾炎。
1606|外科|阑尾炎|银翘瓜子六味煎|冬瓜子30克、金银花30克、连翘20克、蒲公英30克、花粉15克、赤芍12克、蜂蜜少许。|前六味共水煎，去渣取汁以蜂蜜调味后服。每日1剂。|阑尾炎。
1607|外科|阑尾炎|鹅肠鲜汁|新鲜鹅肠菜适量、甜酒少许。|将鹅肠菜捣烂绞汁，（干品水煎，去渣取汁)加入适量甜酒共服。每日服3次，每次服50毫升。|急、慢性阑尾炎。
